StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q79,Q8_Browser,Q8_Version,Q8_Operating System,Q8_Resolution,Q9,Q10,Q11,Q12,Q14,Q15,Q15_6_TEXT,Q16,Q16_4_TEXT,Q17,Q17_8_TEXT,SBSOD_1_1,SBSOD_2_1,SBSOD_3_1,SBSOD_4_1,SBSOD_5_1,SBSOD_6_1,SBSOD_7_1,SBSOD_8_1,SBSOD_9_1,SBSOD_10_1,SBSOD_11_1,SBSOD_12_1,SBSOD_13_1,SBSOD_14_1,SBSOD_15_1,VVIQ_1_Open_1,VVIQ_2_Open_1,VVIQ_3_Open_1,VVIQ_4_Open_1,VVIQ_5_Open_1,VVIQ_6_Open_1,VVIQ_7_Open_1,VVIQ_8_Open_1,VVIQ_9_Open_1,VVIQ_10_Open_1,VVIQ_11_Open_1,VVIQ_12_Open_1,VVIQ_13_Open_1,VVIQ_14_Open_1,VVIQ_15_Open_1,VVIQ_16_Open_1,VVIQ_1_Closed_1,VVIQ_2_Closed_1,VVIQ_3_Closed_1,VVIQ_4_Closed_1,VVIQ_5_Closed_1,VVIQ_6_Closed_1,VVIQ_7_Closed_1,VVIQ_8_Closed_1,VVIQ_9_Closed_1,VVIQ_10_Closed_1,VVIQ_11_Closed_1,VVIQ_12_Closed_1,VVIQ_13_Closed_1,VVIQ_14_Closed_1,VVIQ_15_Closed_1,VVIQ_16_Closed_1,Q95,id
2020-11-18 14:38:13,2020-11-18 15:09:13,IP Address,128.227.1.38,100,1860,True,2020-11-18 15:09:13,R_DJmI5FMFQ26j4Xf,,,,,29.646697998046875,-82.328399658203125,anonymous,EN,,Firefox,83.0,Windows NT 10.0,1620x1080,20,13,english,right,male,man,,heterosexual,,white,,Agree,Disagree,Somewhat agree,Somewhat agree,Neutral,Neutral,Disagree,Disagree,Somewhat disagree,Disagree,Neutral,Disagree,Somewhat disagree,Somewhat agree,Disagree,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,ufbold5000,44213
2020-11-18 15:12:11,2020-11-18 15:37:54,IP Address,104.244.114.99,100,1542,True,2020-11-18 15:37:54,R_SVi2ZYs4ZerHmpP,,,,,27.2823028564453125,-82.41899871826171875,anonymous,EN,,Chrome,86.0.4240.198,Macintosh,1440x900,18,12,english,right,female,woman,,heterosexual,,white,,Somewhat agree,Agree,Neutral,Somewhat disagree,Disagree,Somewhat agree,Neutral,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Neutral,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,ufbold5000,44080
2020-11-18 13:19:20,2020-11-18 17:08:05,IP Address,128.227.38.102,100,13725,True,2020-11-18 17:08:06,R_27U9ljW5i8sw20c,,,,,29.6840057373046875,-82.356903076171875,anonymous,EN,,Chrome,86.0.4240.183,Macintosh,1440x900,18,13,english,right,female,woman,,heterosexual,,asian,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,"No image at all, you only ""know"" that you are thinking of an object",Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Vague and dim,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Vague and dim,Vague and dim,Vague and dim,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Vague and dim,Clear and reasonably vivid,ufbold5000,44146
2020-11-18 17:17:54,2020-11-18 17:35:49,IP Address,128.227.15.25,100,1074,True,2020-11-18 17:35:49,R_9ZuPegpcDYolpAZ,,,,,29.6840057373046875,-82.356903076171875,anonymous,EN,,Chrome,86.0.4240.198,Windows NT 10.0,1536x864,18,12,english,right,female,woman,,heterosexual,,asian,,Somewhat agree,Somewhat disagree,Disagree,Strongly disagree,Disagree,Somewhat agree,Disagree,Somewhat agree,Disagree,Somewhat agree,Neutral,Strongly disagree,Agree,Somewhat disagree,Somewhat agree,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,ufbold5000,44579
2020-11-11 19:34:29,2020-11-11 20:08:18,IP Address,71.68.151.150,99,2029,False,2020-11-18 20:08:25,R_zeZplIrgXmsdpId,,,,,,,anonymous,EN,,Chrome,86.0.4240.183,Macintosh,1440x900,22,15,english,right,male,man,,heterosexual,,white,,Agree,Neutral,Agree,Somewhat agree,Strongly disagree,Neutral,Agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,,43881
2020-11-12 02:55:57,2020-11-12 02:59:50,IP Address,70.171.51.130,47,232,False,2020-11-19 02:59:50,R_2Xb2YLk2noIgfXs,,,,,,,anonymous,EN,,Safari,13.1.2,Macintosh,1440x900,21,15,english,right,male,man,,heterosexual,,white,,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Disagree,Strongly disagree,Somewhat disagree,Agree,Strongly disagree,"No image at all, you only ""know"" that you are thinking of an object",Vague and dim,Moderate clear and vivid,Moderate clear and vivid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44563
2020-11-19 10:32:57,2020-11-19 10:54:49,IP Address,104.12.64.208,100,1311,True,2020-11-19 10:54:49,R_2OZki1PO6FRRk1J,,,,,25.761199951171875,-80.31369781494140625,anonymous,EN,,Safari,14.0,Macintosh,1440x900,18,12,not english,right,female,woman,,heterosexual,,hisp,,Disagree,Somewhat agree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Neutral,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,ufbold5000,44386
2020-11-19 10:51:08,2020-11-19 11:24:26,IP Address,67.191.7.68,100,1998,True,2020-11-19 11:24:26,R_217ouU390N2onW7,,,,,26.3795928955078125,-80.10289764404296875,anonymous,EN,,Chrome,86.0.4240.193,Windows NT 10.0,1536x864,18,12,english,right,male,man,,bisexual,,white,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,ufbold5000,43812
2020-11-19 11:37:32,2020-11-19 11:59:43,IP Address,128.227.1.41,100,1331,True,2020-11-19 11:59:44,R_3JEFv9a13TOIOZd,,,,,29.646697998046875,-82.328399658203125,anonymous,EN,,Chrome,86.0.4240.198,Macintosh,1440x900,19,12,english,right,male,man,,homosexual,,white,,Somewhat agree,Somewhat disagree,Agree,Strongly agree,Agree,Disagree,Somewhat disagree,Disagree,Disagree,Disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Strongly disagree,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Vague and dim,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Vague and dim,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,"No image at all, you only ""know"" that you are thinking of an object",Vague and dim,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,ufbold5000,43974
2020-11-12 12:46:59,2020-11-12 12:50:54,IP Address,181.114.101.218,97,234,False,2020-11-19 12:51:07,R_2CcYdSl35wUqsMy,,,,,,,anonymous,EN,,Chrome,85.0.4183.102,Macintosh,1440x900,18,14,not english,right,female,woman,,heterosexual,,"hisp,white",,Agree,Neutral,Agree,Strongly agree,Somewhat disagree,Somewhat disagree,Neutral,Disagree,Neutral,Somewhat agree,Neutral,Strongly disagree,Disagree,Disagree,Disagree,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,,44033
2020-11-19 12:38:37,2020-11-19 12:59:20,IP Address,128.227.1.43,100,1243,True,2020-11-19 12:59:21,R_3j6UDaojSPhCJlL,,,,,29.646697998046875,-82.328399658203125,anonymous,EN,,Chrome,86.0.4240.198,Macintosh,1440x900,18,12,english,right,male,man,,heterosexual,,white,,Somewhat disagree,Somewhat disagree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neutral,Somewhat disagree,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,ufbold5000,44422
2020-11-19 13:29:37,2020-11-19 13:47:53,IP Address,92.119.17.163,100,1095,True,2020-11-19 13:47:54,R_28LHTLTdFeTFPXq,,,,,33.748504638671875,-84.3871002197265625,anonymous,EN,,Chrome,86.0.4240.111,Macintosh,1440x900,19,12,english,not right,female,woman,,heterosexual,,white,,Agree,Neutral,Somewhat agree,Agree,Disagree,Somewhat agree,Somewhat disagree,Neutral,Somewhat agree,Somewhat disagree,Neutral,Strongly disagree,Neutral,Somewhat agree,Disagree,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,ufbold5000,44525
2020-11-19 14:06:37,2020-11-19 14:22:38,IP Address,66.231.134.191,100,961,True,2020-11-19 14:22:39,R_3rYeXr3s4vcL2Ja,,,,,29.646697998046875,-82.328399658203125,anonymous,EN,,Chrome,84.0.4147.125,Macintosh,1440x900,19,12,english,right,male,man,,heterosexual,,white,,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Somewhat agree,Strongly agree,Disagree,Strongly agree,Somewhat disagree,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,ufbold5000,44480
2020-11-19 14:27:45,2020-11-19 14:40:48,IP Address,35.141.79.14,100,782,True,2020-11-19 14:40:48,R_vxanxwSlhOwabcJ,,,,,28.3939056396484375,-81.421600341796875,anonymous,EN,,Chrome,87.0.4280.66,Windows NT 10.0,1366x768,20,14,english,right,female,woman,,heterosexual,,asian,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Agree,Somewhat disagree,Agree,Strongly agree,Disagree,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivd,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,ufbold5000,44429
2020-11-19 15:42:36,2020-11-19 16:11:26,IP Address,128.227.2.35,100,1729,True,2020-11-19 16:11:26,R_1QuzuvFc02tHxVF,,,,,29.6840057373046875,-82.356903076171875,anonymous,EN,,Edge,86.0.622.69,Windows NT 10.0,1920x1080,18,12,english,right,female,woman,,bisexual,,"asian,white",,Neutral,Somewhat agree,Somewhat agree,Disagree,Strongly disagree,Agree,Strongly disagree,Somewhat agree,Neutral,Somewhat agree,Agree,Strongly disagree,Somewhat agree,Somewhat disagree,Neutral,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivd,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,ufbold5000,44163
2020-11-19 15:44:10,2020-11-19 16:17:17,IP Address,128.227.1.41,100,1986,True,2020-11-19 16:17:17,R_26liXeuDirsR7dR,,,,,29.646697998046875,-82.328399658203125,anonymous,EN,,Chrome,87.0.4280.66,Windows NT 10.0,1366x768,20,13,english,right,male,man,,heterosexual,,white,,Neutral,Somewhat agree,Somewhat agree,Neutral,Agree,Somewhat disagree,Somewhat disagree,Disagree,Neutral,Somewhat agree,Neutral,Disagree,Disagree,Somewhat agree,Somewhat disagree,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivd,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,ufbold5000,44584
2020-11-19 16:55:51,2020-11-19 17:16:46,IP Address,69.119.170.66,100,1254,True,2020-11-19 17:16:46,R_3F4Zof7Pj4ZmtF6,,,,,40.3011932373046875,-74.17800140380859375,anonymous,EN,,Chrome,86.0.4240.80,Macintosh,1440x900,19,13,english,right,male,man,,heterosexual,,white,,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neutral,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,ufbold5000,44332
2020-11-19 22:17:50,2020-11-19 22:55:13,IP Address,128.227.1.41,100,2242,True,2020-11-19 22:55:13,R_2YtFfRfPwYehePY,,,,,29.646697998046875,-82.328399658203125,anonymous,EN,,Firefox,79.0,Windows NT 10.0,1920x1080,18,12,english,right,male,man,,heterosexual,,white,,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Disagree,Agree,Disagree,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,ufbold5000,44477
2020-11-20 08:50:25,2020-11-20 09:11:30,IP Address,209.54.90.65,100,1265,True,2020-11-20 09:11:31,R_pRTP5bD9LXetucV,,,,,29.613800048828125,-82.3860015869140625,anonymous,EN,,Edge,86.0.622.69,Windows NT 10.0,1280x720,19,13,english,not right,female,woman,,bisexual,,white,,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat disagree,Somewhat agree,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Vague and dim,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Vague and dim,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,ufbold5000,44347
